mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
33.24,-34.33,-0.78,-8.12,36.13,-92.04,0.99,-0.73,-0.5,1
49.63,-21.62,18.46,69.7,-6.23,23.19,1.15,-0.01,-0.46,0
37.95,-35.6,-2.88,120.24,16.6,3.54,0.19,-0.59,-0.74,1
50.77,-29.71,11.16,17.94,-5.43,11.47,0.65,-0.04,-0.31,0
60.61,-23.85,1.17,3.66,-7.14,80.26,0.68,1.01,0.12,2
31.93,-37.19,0.51,15.81,60.79,-159.48,4.0,3.26,-0.63,1
42.21,4.83,-46.62,-0.67,0.06,0.37,-0.04,-0.03,1.0,3
51.72,-22.62,18.1,36.38,-39.86,81.48,1.09,0.01,-0.42,0
42.32,5.18,-47.3,-0.85,-0.12,0.61,-0.04,-0.03,1.0,3
50.66,-13.29,21.15,-68.24,49.5,-55.54,1.04,0.06,-0.18,0
44.93,-36.45,1.35,100.65,-143.49,148.19,0.55,-0.38,-0.16,1
42.99,4.69,-46.35,-0.79,0.06,0.49,-0.04,-0.03,1.0,3
51.65,-23.29,18.2,16.48,-29.97,26.43,0.6,-0.07,-0.35,0
4.7,-23.0,18.43,1.83,46.75,7.45,-0.86,0.33,0.02,2
33.51,-17.13,33.11,10.01,100.28,26.79,-0.25,0.34,-0.76,2
61.23,-13.56,10.35,4.03,5.13,5.25,0.55,0.38,-0.83,2
48.25,-28.22,14.86,-19.29,-5.31,-29.85,0.95,-0.06,-0.5,0
42.6,4.69,-47.42,-0.85,0.06,0.37,-0.04,-0.03,1.0,3
50.02,-11.08,23.75,-7.02,-0.49,-9.4,0.95,-0.08,-0.29,0
42.5,4.96,-46.35,-0.73,0.0,0.37,-0.04,-0.03,1.0,3
31.48,-14.73,33.95,5.07,91.92,15.56,-0.32,0.27,-0.91,2
34.09,-16.63,33.74,-5.07,106.63,27.1,-0.37,0.32,-0.87,2
44.43,-27.56,23.84,-20.26,-74.4,-74.04,0.1,0.82,-0.64,2
42.3,5.1,-46.02,-0.73,0.06,0.55,-0.04,-0.03,1.0,3
42.41,4.71,-47.49,-0.61,0.06,0.49,-0.04,-0.03,1.0,3
48.65,-9.18,23.97,-32.96,24.72,-24.23,0.83,0.31,-0.23,0
37.18,-20.39,32.19,2.26,-108.22,-34.85,-0.26,0.42,-0.96,2
49.33,-31.14,9.64,19.96,-34.42,159.67,2.35,0.76,-0.5,1
50.48,-17.4,20.73,11.05,3.3,-22.52,0.82,0.0,-0.2,0
57.81,-14.38,20.48,5.49,64.03,26.37,0.44,0.37,-0.99,2
30.49,-38.26,-3.23,3.54,2.01,58.41,-0.41,0.77,0.22,2
35.46,-36.28,0.45,-165.77,2.62,-192.44,2.82,3.06,0.54,1
50.38,-29.68,14.69,34.79,-6.47,60.61,1.02,1.89,0.16,1
48.18,-11.1,24.05,-2.87,16.91,-0.49,0.77,0.21,-0.28,0
49.55,-10.5,23.73,10.62,8.97,-9.03,0.76,0.15,-0.17,0
51.6,-31.86,-2.1,-7.87,7.39,-91.98,0.37,1.04,0.19,2
10.45,-20.12,24.73,7.32,57.31,1.34,-0.88,0.38,-0.31,2
37.27,-37.79,1.61,179.57,-22.09,165.77,-0.12,-0.99,-0.49,1
49.83,-32.64,8.58,-51.7,18.62,-45.17,0.96,-0.31,-0.59,0
50.95,-13.77,21.47,-25.57,-4.15,-12.76,0.74,0.48,-0.26,0
29.43,-35.69,-0.35,126.46,41.32,-8.85,0.54,-0.98,-0.91,1
52.15,-19.21,18.09,-17.82,25.51,-35.52,1.25,-0.35,-0.45,0
48.8,-14.62,21.79,-13.49,16.05,-31.8,0.88,0.03,-0.25,0
36.91,-36.77,-1.25,7.02,-30.7,-40.89,2.1,-1.49,-0.8,1
54.26,-25.78,13.96,-43.46,49.8,-18.43,-0.36,0.57,0.09,1
49.67,-22.75,20.4,78.19,-61.4,64.88,0.95,-0.18,-0.51,0
49.43,-22.73,18.95,28.99,-13.24,37.48,0.83,0.09,-0.31,0
50.02,-17.82,20.35,-31.92,31.98,-55.42,1.22,-0.23,-0.5,0
40.19,-37.28,2.16,192.02,-31.74,102.23,0.97,0.41,-0.43,1
51.31,-16.71,19.8,-62.26,17.03,-58.35,1.13,0.28,-0.24,0
61.67,-23.52,1.43,6.35,-16.17,92.53,0.69,1.14,0.09,2
38.11,-36.79,4.08,-52.25,11.29,-156.86,2.63,4.0,0.01,1
41.91,4.79,-46.66,-0.55,-0.06,0.37,-0.04,-0.03,1.0,3
47.75,-33.12,9.84,-11.72,34.48,74.16,1.65,3.01,0.41,1
42.47,-37.34,4.05,-51.21,-49.13,204.53,2.34,1.7,0.48,1
51.29,-20.19,17.97,43.52,17.27,-8.85,1.03,0.2,-0.27,0
17.86,-37.4,-2.1,-2.44,-4.82,-12.45,-0.63,0.3,0.37,2
42.33,5.03,-47.23,-0.61,0.0,0.24,-0.04,-0.03,1.0,3
27.06,-37.76,0.66,24.05,3.6,-106.45,1.52,-0.81,-0.29,1
49.24,-16.89,19.87,28.2,-3.78,52.8,1.1,0.3,-0.35,0
58.25,-16.86,16.99,-0.24,-35.89,-9.89,0.42,0.4,-0.88,2
51.37,-13.71,20.8,-31.19,23.32,-60.24,0.9,0.13,-0.17,0
42.58,4.99,-47.69,-0.55,-0.06,0.55,-0.04,-0.03,1.0,3
59.11,-25.98,-1.03,-8.61,13.12,-71.17,0.54,0.84,0.17,2
61.68,-20.18,0.11,-23.74,9.83,-59.39,0.78,0.98,0.16,2
49.4,-12.61,22.19,91.43,8.73,30.15,1.15,-0.05,-0.46,0
42.66,4.82,-47.31,-0.79,0.06,0.43,-0.04,-0.03,1.0,3
36.36,-36.23,3.32,118.1,-3.42,62.32,-0.02,-0.89,-0.66,1
25.59,-38.09,-5.98,-6.59,-5.68,-43.7,-0.5,0.62,0.27,2
49.88,-10.78,22.63,-14.34,16.48,-22.34,0.8,0.48,-0.23,0
6.05,-19.53,22.42,13.79,57.13,9.34,-0.9,0.29,-0.13,2
36.93,-37.29,4.82,-92.35,33.39,-106.08,3.37,4.0,-0.68,1
50.44,-25.55,15.53,34.0,-17.09,30.21,0.8,0.03,-0.33,0
48.67,-36.38,4.37,-102.29,-53.53,-89.6,-0.37,0.56,0.31,1
42.07,4.76,-46.0,-0.67,0.12,0.49,-0.04,-0.03,1.0,3
53.34,-31.98,1.39,-17.76,22.83,-91.67,0.47,0.99,0.17,2
49.78,-30.86,9.55,28.44,-28.75,22.58,0.65,-0.24,-0.39,0
63.54,-7.02,4.38,-3.17,-1.28,2.08,0.9,0.42,0.07,2
42.6,4.54,-47.57,-0.67,0.06,0.49,-0.04,-0.03,1.0,3
57.19,-17.8,19.7,1.71,78.25,24.35,0.35,0.44,-0.93,2
61.34,-22.57,3.19,-20.51,22.89,98.57,0.55,1.0,0.04,2
50.4,-13.42,19.86,0.43,13.06,-23.74,0.78,0.27,-0.22,0
61.8,-20.81,6.47,17.15,15.87,47.0,0.63,0.98,-0.24,2
54.59,-27.87,11.32,0.49,-9.7,-12.63,0.78,-0.24,-0.64,0
48.5,-17.16,22.28,7.2,-4.82,45.84,0.95,0.28,-0.36,0
42.15,4.8,-48.11,-0.79,0.0,0.31,-0.04,-0.03,1.0,3
49.8,-32.04,9.33,93.02,-29.3,149.66,3.39,1.8,0.14,1
50.52,-27.61,12.81,38.27,-27.71,2.14,0.88,0.01,-0.21,0
42.26,4.74,-46.81,-0.73,0.18,0.49,-0.04,-0.03,1.0,3
29.08,-36.67,6.35,-174.32,-3.66,208.37,0.29,-1.21,-0.2,1
50.1,-10.96,22.3,26.92,8.3,-4.46,0.96,0.21,-0.27,0
42.46,4.41,-47.11,-0.67,-0.18,0.55,-0.04,-0.03,1.0,3
51.17,-29.54,12.52,54.99,-5.19,-16.6,-0.6,0.43,0.39,1
56.86,-29.38,1.32,5.19,-2.87,131.16,0.55,1.11,0.09,2
54.91,-13.71,24.82,13.12,-84.05,-20.63,0.25,0.29,-1.05,2
53.38,-27.16,11.77,-109.99,4.03,-27.16,-0.56,0.91,0.35,1
50.28,-11.39,22.51,6.29,14.34,-34.67,0.83,0.28,-0.2,0
51.84,-16.91,18.93,-34.91,3.11,-55.97,0.99,0.18,-0.11,0
42.05,4.65,-47.22,-0.67,0.0,0.43,-0.04,-0.03,1.0,3
51.03,-10.11,22.47,-31.92,-1.71,-1.95,0.78,0.41,-0.15,0
41.75,4.6,-45.78,-0.85,0.06,0.49,-0.04,-0.03,1.0,3
50.38,-20.94,20.84,59.45,-36.99,60.0,0.9,-0.22,-0.54,0
10.45,-17.08,28.77,-9.89,-96.56,-14.47,-0.82,0.31,-0.45,2
54.11,-18.3,22.8,-20.75,-50.48,-24.66,0.19,0.48,-0.92,2
37.5,-37.17,-3.75,-15.26,5.62,-125.12,-0.02,0.82,0.21,2
49.95,-18.32,20.98,-46.2,30.76,-97.9,1.24,0.02,-0.52,0
51.07,-18.48,20.69,-80.93,22.52,-47.91,1.16,0.05,-0.36,0
50.98,-28.25,15.44,-96.62,5.55,-66.28,1.23,-0.19,-0.63,0
50.4,-25.29,16.41,29.6,-18.07,40.16,0.8,0.02,-0.34,0
46.83,-34.24,7.23,44.25,-34.55,176.88,1.13,0.29,-0.7,1
50.06,-10.8,24.72,10.68,0.24,7.26,1.02,0.11,-0.55,0
62.32,-19.67,1.76,-1.28,-12.88,44.92,0.62,1.07,0.15,2
32.47,-37.7,-0.78,31.13,3.85,30.15,-0.4,0.49,0.28,2
2.91,-15.25,22.18,10.8,-42.18,-6.16,-0.73,0.19,0.07,2
52.27,-22.94,15.43,-22.95,42.72,-81.24,1.13,0.18,-0.11,0
50.04,-10.44,21.78,-32.1,14.53,-57.86,0.94,0.35,-0.21,0
42.29,5.36,-46.36,-0.79,0.0,0.55,-0.04,-0.03,1.0,3
49.95,-19.59,20.2,57.13,-13.61,58.41,1.0,0.09,-0.37,0
42.54,4.94,-46.95,-0.67,0.06,0.37,-0.04,-0.03,1.0,3
25.6,-37.12,-8.22,8.3,-0.43,-4.82,-0.58,0.45,0.37,2
42.0,4.11,-46.26,-0.79,0.0,0.61,-0.04,-0.03,1.0,3
52.08,-18.81,18.35,-87.59,1.04,-21.18,1.16,0.11,-0.34,0
31.99,-36.41,4.32,272.71,-22.4,205.02,0.17,-1.14,-0.54,1
49.51,-26.43,13.64,-30.94,1.89,-11.11,0.9,0.02,-0.38,0
51.62,-29.74,12.5,-12.33,4.03,-28.2,0.96,-0.29,-0.45,0
49.29,-14.78,28.33,-14.28,-105.96,-28.08,0.25,0.4,-1.05,2
42.36,4.27,-46.98,-0.79,-0.06,0.55,-0.04,-0.03,1.0,3
57.95,-27.98,1.68,11.17,-9.03,86.79,0.58,1.04,0.08,2
28.7,-37.83,-6.12,5.37,-0.73,43.09,-0.46,0.71,0.31,2
26.73,-37.33,-10.12,-11.35,-2.5,-50.6,-0.5,0.47,0.34,2
51.62,-31.56,1.54,-2.93,-1.46,-84.47,0.21,0.93,0.09,2
47.39,-34.51,-0.5,1.83,-3.17,92.47,0.12,1.05,0.11,2
48.0,-34.47,8.19,-23.8,-0.67,-18.92,0.86,-0.22,-0.44,0
50.04,-15.03,22.56,184.14,-15.87,61.71,1.45,0.4,-0.62,0
48.21,-9.14,22.4,-10.99,24.6,-28.81,0.86,0.12,-0.24,0
42.3,4.2,-47.96,-0.73,-0.06,0.43,-0.04,-0.03,1.0,3
36.41,-16.56,32.47,10.8,109.92,19.78,-0.18,0.32,-0.93,2
42.29,4.48,-47.57,-0.55,0.0,0.49,-0.04,-0.03,1.0,3
48.54,-12.74,23.28,15.75,1.83,11.11,1.32,0.25,-0.5,0
52.33,-28.31,11.78,43.52,34.55,53.83,0.56,1.33,0.31,1
36.47,-33.22,-1.82,-174.62,46.33,-136.84,2.15,2.12,0.91,1
60.79,-12.07,15.12,-11.35,57.62,22.28,0.51,0.3,-1.0,2
50.74,-15.25,20.86,-67.87,8.42,-1.04,0.91,0.25,-0.22,0
51.44,-28.94,12.96,-29.72,-1.71,-21.24,0.91,0.03,-0.51,0
50.76,-32.36,9.22,-36.07,-2.87,164.43,3.48,4.0,0.54,1
42.54,4.36,-46.48,-0.79,0.06,0.24,-0.04,-0.03,1.0,3
30.36,-37.38,-1.12,-0.12,-87.89,181.7,0.14,-1.44,-0.59,1
51.83,-19.7,18.27,-65.31,36.93,-65.25,1.13,0.23,-0.18,0
50.89,-18.76,18.3,105.65,-32.9,11.29,1.03,0.05,-0.38,0
51.12,-17.24,19.43,-4.76,13.79,-43.7,0.89,0.25,-0.17,0
49.35,-13.79,23.07,-4.76,8.36,-44.13,0.78,0.26,-0.24,0
16.22,-17.54,30.79,-2.56,101.56,26.0,-0.62,0.31,-0.49,2
19.53,-36.8,-4.71,7.75,-12.45,-55.3,-0.68,0.58,0.28,2
47.96,-5.74,25.29,12.45,8.42,-14.16,0.88,0.3,-0.27,0
52.29,-24.72,16.81,6.9,-2.56,34.48,0.23,0.78,0.17,1
52.54,-26.94,14.42,-7.14,-62.01,61.34,0.56,-0.48,-0.4,0
50.28,-13.22,20.65,-27.65,-3.05,-0.73,0.93,0.23,-0.17,0
58.91,-16.96,17.54,7.63,45.47,30.76,0.45,0.62,-0.88,2
35.83,-34.47,-2.33,-193.85,36.01,-133.79,1.64,3.92,-0.07,1
41.75,4.75,-46.64,-0.73,0.0,0.31,-0.04,-0.03,1.0,3
42.88,4.94,-48.44,-0.73,-0.18,0.37,-0.04,-0.03,1.0,3
51.53,-28.38,11.98,35.71,-13.31,65.49,0.87,2.09,0.05,1
50.06,-21.01,19.48,-2.14,-17.7,14.16,0.83,0.15,-0.43,0
50.61,-25.0,16.05,-40.53,19.35,-30.88,0.76,0.16,-0.3,0
53.6,-31.45,3.96,40.34,29.66,39.31,1.03,1.67,0.52,1
44.37,-34.24,12.01,-24.17,59.27,130.68,1.22,-0.23,-0.51,1
49.18,-31.01,11.98,-61.46,24.54,3.23,-0.52,0.38,0.14,1
49.17,-16.43,21.24,73.18,2.08,24.72,1.1,0.14,-0.37,0
50.28,-20.58,25.61,-31.13,-94.06,-41.14,0.19,0.53,-0.95,2
53.33,-18.52,17.33,-35.83,3.91,-21.24,0.81,0.15,-0.12,0
42.27,4.44,-47.83,-0.61,0.06,0.43,-0.04,-0.03,1.0,3
52.33,-18.2,25.17,-3.36,70.56,19.41,0.2,0.44,-0.96,2
45.56,-36.22,0.46,3.48,19.29,144.59,0.22,0.99,0.08,2
53.39,-21.19,18.31,-82.89,34.55,-13.67,0.71,0.02,-0.52,0
49.08,-32.62,9.11,-47.36,-83.68,194.15,2.1,0.18,-0.4,1
9.89,-15.19,28.74,0.55,54.26,13.73,-0.79,0.28,-0.39,2
49.62,-23.4,16.37,-20.08,-3.36,-9.64,0.96,-0.08,-0.37,0
24.22,-37.79,-5.35,33.57,13.73,64.88,-0.48,0.42,0.25,2
49.55,-31.29,12.23,80.32,29.72,122.86,3.42,1.32,-0.23,1
47.44,-9.53,24.22,37.54,-17.64,-1.89,1.23,0.25,-0.69,0
28.0,-22.11,31.02,5.68,52.92,19.04,-0.52,0.45,-0.76,2
32.06,-37.93,-2.39,-10.93,-1.59,-106.26,-0.27,0.86,0.22,2
38.02,-22.0,31.3,-16.3,-68.12,-16.42,-0.2,0.52,-0.87,2
42.14,5.09,-47.34,-0.73,-0.06,0.55,-0.04,-0.03,1.0,3
32.03,-17.87,33.86,-6.04,-84.78,-21.73,-0.33,0.38,-0.91,2
42.7,4.59,-48.24,-0.85,0.0,0.43,-0.04,-0.03,1.0,3
49.01,-14.59,22.25,6.71,-4.15,35.16,0.94,0.46,-0.41,0
42.5,5.07,-47.46,-0.79,0.0,0.43,-0.04,-0.03,1.0,3
32.71,-36.46,1.27,52.31,153.75,-97.23,1.17,0.37,0.32,1
49.02,-21.87,19.64,16.48,-9.58,11.29,0.74,-0.06,-0.41,0
58.04,-26.39,3.06,-8.3,3.05,95.03,0.43,1.04,0.02,2
42.54,4.55,-48.24,-0.73,-0.12,0.49,-0.04,-0.03,1.0,3
53.34,-19.65,16.43,-21.79,-1.16,2.56,1.0,0.12,-0.31,0
52.15,-28.67,12.99,22.03,10.68,54.38,0.94,1.47,0.2,1
54.52,-24.57,14.99,-50.96,20.69,10.5,-0.55,1.51,0.22,1
29.08,-38.07,1.27,-8.06,1.71,5.68,1.01,-1.03,-0.46,1
42.05,4.61,-46.88,-0.61,0.06,0.31,-0.04,-0.03,1.0,3
51.17,-13.32,19.95,-7.08,-2.14,-14.53,0.8,0.28,-0.22,0
49.44,-23.01,19.24,38.45,-19.23,42.66,0.9,-0.07,-0.4,0
51.38,-23.18,17.58,-10.99,15.63,-30.52,1.12,-0.02,-0.35,0
45.39,-35.0,-3.19,-9.52,0.79,-102.54,0.14,1.08,0.15,2
50.4,-26.44,15.21,34.67,-17.76,30.58,0.71,-0.13,-0.33,0
52.78,-15.16,18.7,-0.92,9.89,-19.47,0.78,0.25,-0.13,0
49.05,-14.09,21.68,30.27,7.45,40.16,0.96,0.31,-0.36,0
63.5,-17.09,0.18,-12.7,-10.68,41.56,0.64,0.94,0.1,2
62.17,-19.87,4.08,-76.66,7.93,34.12,0.59,0.8,-0.11,2
41.87,5.2,-46.35,-0.43,0.06,0.43,-0.04,-0.03,1.0,3
31.79,-37.52,-2.75,29.91,-45.41,88.2,0.27,-0.91,-0.56,1
28.78,-37.51,-1.45,123.05,0.37,32.71,0.72,-0.72,-0.31,1
57.4,-27.67,-1.48,7.45,8.97,99.98,0.45,0.93,0.12,2
51.2,-12.73,22.34,-36.74,17.21,-14.28,0.89,0.11,-0.25,0
24.29,-15.84,33.06,-1.89,-65.49,-22.09,-0.43,0.35,-0.74,2
32.9,-35.72,1.48,-60.73,60.49,-194.76,3.96,4.0,-0.16,1
41.54,4.57,-47.31,-0.67,0.0,0.55,-0.04,-0.03,1.0,3
34.99,-36.87,0.31,-29.85,-88.07,185.79,0.0,-0.68,-0.49,1
42.55,4.86,-46.53,-0.55,-0.06,0.37,-0.04,-0.03,1.0,3
49.65,-13.33,21.77,26.86,6.04,0.55,1.16,0.19,-0.42,0
42.35,5.11,-46.86,-0.73,0.06,0.37,-0.04,-0.03,1.0,3
41.93,4.47,-47.91,-0.73,0.0,0.61,-0.04,-0.03,1.0,3
42.47,4.46,-46.13,-0.73,-0.12,0.55,-0.04,-0.03,1.0,3
60.8,-22.47,1.83,-16.72,6.84,-74.83,0.76,0.97,0.17,2
48.97,-31.36,12.5,18.92,-32.9,66.96,1.07,1.63,0.45,1
48.55,-13.95,23.67,13.61,-39.67,100.16,1.03,0.08,-0.61,0
11.33,-20.25,27.49,-16.05,-13.92,10.62,-0.93,0.4,-0.46,2
61.51,-11.22,12.45,6.9,-23.99,-8.3,0.63,0.27,-0.85,2
32.57,-36.98,2.33,23.07,15.44,156.31,0.3,-0.83,-0.51,1
50.24,-10.9,23.21,70.25,-13.18,30.21,1.14,0.27,-0.35,0
51.07,-15.87,20.96,-57.31,42.97,-68.36,1.16,0.1,-0.35,0
23.25,-38.22,-3.38,10.8,5.31,21.73,-0.58,0.52,0.33,2
15.31,-36.07,-2.71,20.63,16.24,30.15,-0.78,0.53,0.24,2
50.32,-15.81,21.12,-10.74,10.8,-39.49,0.88,0.24,-0.19,0
41.89,4.69,-46.77,-0.67,-0.12,0.43,-0.04,-0.03,1.0,3
46.81,-34.69,6.8,-257.63,47.67,-259.95,-0.56,0.39,0.16,1
26.73,-36.74,1.57,140.75,33.69,35.16,0.25,-0.73,-0.6,1
50.43,-15.16,20.37,-4.58,9.46,-10.01,0.75,0.27,-0.17,0
42.74,4.54,-46.96,-0.85,0.0,0.43,-0.04,-0.03,1.0,3
42.6,5.24,-46.53,-0.73,0.0,0.49,-0.04,-0.03,1.0,3
39.28,-37.33,-0.99,-168.27,72.63,-97.96,3.46,2.43,0.79,1
34.92,-35.28,2.0,20.08,26.98,-61.77,1.06,-0.45,-0.29,1
42.22,5.07,-46.7,-0.79,0.0,0.43,-0.04,-0.03,1.0,3
51.26,-24.28,16.56,-91.25,24.23,-46.45,1.05,0.13,-0.46,0
42.35,4.79,-46.79,-0.79,0.0,0.49,-0.04,-0.03,1.0,3
34.57,-38.15,-4.06,29.24,7.69,83.25,-0.21,0.79,0.25,2
50.89,-20.4,20.48,-53.65,14.83,-47.67,0.99,0.13,-0.31,0
42.68,4.65,-47.55,-0.73,-0.06,0.43,-0.04,-0.03,1.0,3
50.46,-29.82,12.74,-59.02,-14.47,138.12,2.1,3.42,0.38,1
50.72,-17.44,20.14,-21.55,43.09,-46.88,1.18,-0.05,-0.38,0
50.67,-24.96,16.98,-49.62,-0.49,-25.63,0.96,-0.22,-0.56,0
62.76,-13.45,8.74,-1.1,-15.38,-0.55,0.64,0.38,-0.79,2
42.58,4.87,-46.67,-0.92,0.06,0.43,-0.04,-0.03,1.0,3
48.6,-25.81,16.82,4.82,-4.94,-13.24,0.88,-0.04,-0.43,0
52.11,-28.81,11.0,-49.62,21.73,-38.51,0.94,-0.12,-0.34,0
32.34,-37.52,2.5,1.65,15.87,10.68,1.0,-0.97,-0.25,1
27.76,-18.03,34.29,-17.21,-82.76,-23.07,-0.49,0.37,-0.82,2
27.82,-37.46,4.54,48.65,-29.66,158.51,0.03,-1.02,-0.38,1
36.73,-37.81,0.67,-13.98,55.66,-160.34,3.97,4.0,0.11,1
50.26,-19.07,20.2,-28.87,4.58,-31.49,0.87,0.1,-0.29,0
58.45,-26.17,0.96,-11.17,13.43,-92.9,0.7,1.0,0.17,2
54.16,-13.1,23.58,17.64,102.42,34.91,0.32,0.41,-1.05,2
46.64,-15.16,30.66,-3.42,-118.16,-19.96,0.16,0.38,-1.08,2
50.81,-21.13,20.17,42.6,-45.53,69.34,1.02,-0.21,-0.46,0
50.5,-16.05,20.62,-35.95,11.17,-22.58,0.91,0.17,-0.24,0
48.85,-10.11,23.46,-7.14,-2.26,-43.76,1.0,0.33,-0.15,0
13.28,-18.51,28.8,9.46,66.41,18.13,-0.73,0.29,-0.41,2
42.42,4.5,-46.46,-0.67,0.0,0.49,-0.04,-0.03,1.0,3
51.49,-27.64,12.46,49.68,34.97,-28.38,-0.62,0.32,0.49,1
41.85,4.97,-47.69,-0.73,-0.06,0.24,-0.04,-0.03,1.0,3
50.24,-29.99,11.45,63.54,-11.05,53.1,1.3,1.59,0.76,1
38.88,-38.44,5.18,153.44,-15.5,198.43,0.48,0.12,-0.55,1
49.68,-19.25,21.81,41.56,-10.5,14.16,0.96,0.12,-0.33,0
62.72,-16.75,4.83,-5.86,-6.35,-4.03,0.7,1.01,0.02,2
42.29,5.04,-46.24,-0.79,0.0,0.43,-0.04,-0.04,1.0,3
35.99,-37.73,-2.58,-2.14,-1.22,-79.04,-0.28,0.81,0.21,2
59.48,-9.99,17.05,-15.26,49.56,20.2,0.41,0.4,-1.1,2
51.84,-11.12,26.32,-10.8,89.42,24.35,0.24,0.27,-1.06,2
42.44,5.0,-48.24,-0.79,0.06,0.31,-0.04,-0.03,1.0,3
42.52,4.97,-46.97,-0.61,0.0,0.37,-0.04,-0.03,1.0,3
54.32,-13.64,25.28,3.85,89.54,19.35,0.25,0.3,-1.07,2
31.96,-16.75,34.47,-0.43,-125.49,-29.97,-0.23,0.41,-0.98,2
52.26,-14.28,19.21,6.04,14.04,8.54,0.77,0.4,-0.2,0
52.64,-28.81,11.29,27.04,2.44,53.96,-0.41,0.48,0.19,1
49.95,-30.32,12.71,8.48,-28.63,24.11,2.06,2.5,-0.01,1
51.22,-26.34,17.1,10.01,-39.18,69.15,0.68,-0.23,-0.43,0
42.54,4.64,-46.57,-0.79,15.56,0.43,-0.04,-0.03,1.0,3
41.7,4.7,-47.13,-0.67,0.06,0.37,-0.04,-0.03,1.0,3
63.27,-17.63,0.94,-8.79,0.92,-45.84,0.76,0.8,0.11,2
61.12,-12.34,13.06,4.82,23.99,3.54,0.61,0.32,-0.81,2
56.4,-27.72,6.15,-7.63,5.0,-70.19,0.53,0.89,0.09,2
50.05,-14.73,23.28,58.53,-15.69,73.73,1.06,0.03,-0.5,0
54.09,-30.22,7.87,-32.78,-1.34,-37.41,0.94,-0.24,-0.68,0
42.48,5.36,-47.12,-0.49,-0.06,0.49,-0.04,-0.03,1.0,3
49.9,-32.06,8.76,-164.67,17.76,-105.16,-0.4,0.85,0.23,1
51.46,-9.42,22.39,42.36,-5.86,-10.86,1.01,0.22,-0.46,0
42.36,5.27,-47.79,-0.61,-0.06,0.43,-0.03,-0.03,1.0,3
49.6,-10.62,21.46,-3.42,3.72,4.7,0.99,0.38,-0.22,0
42.41,4.52,-47.05,-0.67,-0.12,0.37,-0.04,-0.03,1.0,3
46.73,-6.95,25.99,-1.4,-1.89,4.88,0.96,0.46,-0.33,0
27.56,-37.72,-1.39,5.37,4.82,18.62,-0.55,0.69,0.26,2
12.19,-15.33,28.87,8.3,69.34,11.05,-0.68,0.24,-0.36,2
42.54,5.09,-47.09,-0.79,0.06,0.43,-0.04,-0.03,1.0,3
33.28,-38.1,-2.28,35.89,43.21,-26.92,0.72,-1.2,-0.44,1
51.68,-24.91,17.31,-83.19,50.23,-58.59,0.97,0.11,-0.33,0
41.63,5.13,-47.29,-0.67,0.12,0.49,-0.04,-0.03,1.0,3
58.25,-27.21,-0.39,12.82,0.49,74.4,0.5,0.9,0.12,2
60.17,-21.25,9.58,145.81,12.63,4.52,0.53,0.54,-0.35,2
48.69,-10.06,24.94,25.33,-51.94,89.23,1.07,0.06,-0.58,0
31.05,-34.79,1.93,-80.93,-50.17,138.73,0.38,-1.23,-0.82,1
57.59,-13.1,20.53,-22.89,45.41,24.29,0.32,0.5,-1.08,2
49.16,-27.34,15.71,28.87,1.53,14.04,0.74,0.09,-0.25,0
41.78,4.76,-46.86,-0.73,0.0,0.43,-0.04,-0.03,1.0,3
51.71,-33.03,0.01,3.23,21.67,-99.3,0.39,1.05,0.14,2
49.22,-30.46,13.0,-7.14,22.64,-26.73,-0.37,0.92,0.13,1
54.87,-14.75,23.34,-9.95,-48.03,-15.75,0.33,0.34,-0.91,2
33.31,-37.98,-0.04,14.65,53.34,-173.16,3.38,4.0,-0.65,1
49.23,-33.47,7.25,-48.46,39.12,-142.64,-0.47,0.94,0.36,1
42.13,4.79,-46.48,-0.79,0.0,0.31,-0.04,-0.03,1.0,3
51.05,-19.49,19.06,-18.49,17.4,-54.99,1.19,0.05,-0.26,0
50.45,-21.15,19.12,18.31,-27.77,67.2,1.03,-0.03,-0.43,0
27.12,-35.42,5.4,115.72,-15.32,79.35,0.25,-0.73,-1.0,1
59.33,-21.22,14.82,36.99,-41.08,-40.1,0.5,0.75,-0.61,2
32.62,-37.3,-1.1,-20.2,1.46,-25.15,-0.37,0.77,0.24,2
32.6,-37.67,-0.31,-56.46,93.93,-187.44,2.66,3.98,0.54,1
49.83,-24.71,16.44,-56.21,-3.42,-17.52,1.02,0.04,-0.52,0
45.25,-34.53,11.63,-19.65,32.1,171.2,1.17,0.04,-0.43,1
50.02,-18.58,21.79,83.56,-39.79,19.53,1.19,0.01,-0.47,0
50.79,-26.27,17.27,-73.3,46.88,-64.33,0.8,0.02,-0.41,0
49.11,-17.32,21.18,31.43,10.68,23.19,0.9,0.03,-0.37,0
51.93,-28.2,12.39,19.71,-70.68,60.85,0.61,-0.3,-0.3,0
42.35,5.02,-45.84,-0.67,0.0,0.31,-0.04,-0.03,1.0,3
43.1,-36.58,-3.61,-3.72,2.32,74.83,-0.09,0.9,0.23,2
52.67,-29.7,8.89,110.11,-18.98,-90.21,-0.54,0.6,0.45,1
52.03,-27.38,13.6,-5.19,-22.83,32.84,-0.54,0.49,0.28,1
25.38,-34.14,3.92,192.26,67.75,-21.06,0.85,-0.63,-0.59,1
29.66,-38.29,-5.66,-14.34,-16.3,-85.51,-0.36,0.58,0.29,2
