mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
45.47,-34.14,12.23,41.87,-40.04,201.11,1.3,0.48,-0.62,running
27.67,-34.44,3.65,-87.34,-28.02,232.06,0.15,-1.28,-0.42,running
26.73,-37.56,1.65,-5.25,35.77,-62.62,1.13,-0.97,-0.59,running
32.9,-35.72,1.48,-60.73,60.49,-194.76,3.96,4,-0.16,running
50.35,-33.17,7.58,-122.31,118.41,-173.89,-0.17,0.89,0.46,running
52.17,-26.77,15.3,6.04,18.62,28.69,-0.83,0.79,-0.03,running
49.78,-30.08,12.1,62.56,-13.43,90.88,1.28,2.41,0.06,running
39.98,-36.3,8.41,56.09,-51.39,220.89,1.19,0.35,-0.9,running
29.94,-35.46,1.72,-155.09,-68.91,201.72,0.15,-1.61,-0.46,running
27.01,-37.63,0.85,53.65,4.88,-3.36,1.22,-0.77,-0.31,running
31.2,-36.78,2.49,-4.7,-0.67,-211.55,2.88,4,0.42,running
51.71,-31.37,8.37,-9.28,57.62,-79.96,-0.4,0.46,0.25,running
51.28,-30.03,10.74,-32.78,16.17,-11.47,-0.6,0.98,0.19,running
50.84,-30.21,11.1,25.02,-16.48,36.68,1.52,2.93,0.07,running
42.5,-34.8,10.5,83.25,-9.83,224.79,1.12,0.42,-0.59,running
28.3,-36.39,4.91,71.47,-1.16,158.69,0.2,-1.02,-0.64,running
26.32,-37.99,0.82,52.19,29.85,-66.65,1.02,-0.56,-0.18,running
33.41,-37.35,-0.49,-105.59,-5.68,-137.51,2.77,4,0.22,running
49.23,-33.47,7.25,-48.46,39.12,-142.64,-0.47,0.94,0.36,running
51.55,-30,11.12,-38.94,54.14,-6.47,-0.52,0.78,0.25,running
50.73,-30.6,11.06,10.31,-4.39,51.33,1.38,2.32,0.41,running
42.35,-37.41,7.1,-42.3,-19.84,237.98,1.67,0.89,-0.56,running
28.81,-36.27,0.56,-12.94,-32.9,230.41,0.2,-1.44,-0.53,running
25.4,-38.09,-2.43,40.04,30.88,-3.6,0.97,-0.84,-0.64,running
31.67,-37.51,-2.06,-110.78,29.05,-165.83,4,4,0.31,running
43.32,-37.88,3.16,-207.64,72.88,-266.97,-0.6,0.69,0.26,running
49.15,-31.69,12.84,-43.64,76.9,51.09,-0.34,0.45,0.38,running
47.68,-32.82,12.63,18.07,26.25,48.03,0.63,1.86,0.2,running
40.98,-37.04,7.82,47.61,-50.29,186.22,1.41,0.42,-0.71,running
31.24,-35.35,-3.03,-44.68,-86.43,229.19,0.11,-0.96,-0.52,running
27.04,-37.01,-1.48,21.48,-3.97,24.72,0.94,-0.83,-0.43,running
29.44,-37.72,-1.79,-62.32,21.3,-152.59,3.9,3.89,-0.12,running
46.26,-35.34,5.11,-139.89,36.87,-275.57,0.03,0.93,0.26,running
48.67,-32.15,10.17,5.92,37.66,-36.99,-0.94,0.55,0.14,running
48.63,-32.91,10.75,32.53,-18.01,23.07,0.7,1.63,0.26,running
45.36,-35.9,7.48,30.33,-25.21,161.74,2.66,1.5,0.42,running
31.21,-36.72,-0.23,119.69,-95.09,167.54,-0.02,-0.74,-0.46,running
23.29,-37,-0.98,121.58,43.46,37.05,0.71,-0.52,-0.45,running
28.89,-37.9,-0.77,-0.24,47.18,-156.56,3.61,2.49,-0.2,running
37.16,-37.38,0.96,-122.07,4.64,-276.49,0.12,1.02,0.49,running
47.03,-33.91,8.08,46.75,37.96,-49.93,-0.84,0.31,0.17,running
47.23,-33.08,9.59,10.31,-44.86,32.78,0.75,1.21,0.31,running
41.92,-37.19,4.81,18.92,-71.29,173.03,2.24,1.58,0.41,running
26.66,-35.56,-1.21,51.39,-31.92,241.7,0.34,-0.48,-0.19,running
22.84,-36.72,-3.16,88.99,36.5,30.88,0.92,-0.5,-0.19,running
26.46,-37.34,-3.87,4.58,78.92,-126.34,3.44,1.82,-0.52,running
34.22,-37.92,-0.66,-158.57,18.92,-333.68,0.26,1.19,0.63,running
48.4,-33.39,9.46,44.68,-11.78,-27.4,-0.53,0.69,0.24,running
48.62,-33.59,7.03,55.79,-91.37,60.49,0.37,0.82,0.37,running
42.47,-37.34,4.05,-51.21,-49.13,204.53,2.34,1.7,0.48,running
28.72,-37.01,-1.03,93.32,-62.68,165.1,0.2,-0.53,-0.32,running
23.54,-36.21,2.67,120.24,21.24,40.47,0.56,-0.78,-0.47,running
26.21,-37.65,-3.34,-17.52,62.44,-129.27,3.62,1.04,-0.38,running
41.11,-37.59,1.54,-239.75,64.58,-274.96,0.42,1.41,0.63,running
49.22,-32.06,10.03,78.61,15.93,-60.3,-0.86,0.55,0.32,running
48.77,-31.71,10.35,73.79,-41.2,-1.46,0.06,0.8,0.18,running
47,-34.36,5.71,-76.78,-48.16,138.37,2.78,1.65,-0.1,running
30.94,-37,2.58,114.93,-71.53,229.19,0.37,-0.37,-0.09,running
26.33,-37.24,0.99,111.08,82.4,20.94,0.55,-0.73,-0.39,running
28.81,-37.77,-2.08,13.61,30.15,-138.12,3.31,0.76,-0.93,running
38.4,-37.62,0.1,-148.56,93.02,-312.74,0.49,1.26,0.81,running
48.72,-31.52,11.21,-49.32,-14.22,-4.76,-0.84,0.7,0.24,running
48.06,-31.02,11.87,-6.16,-36.07,52.19,0.12,0.61,0.07,running
43.57,-34.55,8.59,28.14,-35.77,156.37,3.11,1.43,0.21,running
33.18,-37.83,-0.04,20.32,-126.89,179.26,0.14,-0.61,-0.11,running
26.73,-36.74,1.57,140.75,33.69,35.16,0.25,-0.73,-0.6,running
28.54,-37.79,-0.74,9.7,44.07,-59.75,3.39,1.52,-0.19,running
42.38,-36.84,5.43,-146.67,57.56,-298.77,0.47,1.08,0.48,running
49.07,-32.32,9.4,82.95,28.69,-51.7,-0.91,0.55,0.11,running
50.2,-31.48,11.28,63.05,-42.36,-24.41,-0.03,0.36,0.17,running
48.38,-32.97,8.84,22.09,-31.56,58.35,3.72,3.25,-0.07,running
42.65,-37.16,6.85,169.98,-68.05,171.87,0.21,-0.4,-0.42,running
28.7,-37.9,-0.12,113.77,26.49,77.21,0.03,-1.03,-0.88,running
30.48,-38.85,-3.78,-6.04,22.77,-68.05,1.76,-0.54,-0.61,running
37.11,-38.17,-0.92,-180.91,51.15,-215.45,1.15,1.47,0.92,running
49.44,-33.14,9.35,51.03,24.84,18.98,-0.91,-0.38,0.34,running
45.69,-33.35,12.27,83.98,-19.78,-15.99,-0.12,0.49,0.19,running
44.52,-34.24,9.33,36.32,-9.83,54.2,3.43,4,0.33,running
38.53,-37.66,4.86,210.63,-28.02,173.52,0.18,-0.34,-0.57,running
26.57,-37.24,2.6,116.58,28.5,82.89,0.52,-0.45,-0.27,running
27.84,-38.24,-1.59,6.77,55.48,-89.9,1.52,-0.07,-0.18,running
33.26,-37.43,-1.53,-129.64,28.99,-142.15,1.2,2.9,0.62,running
45.97,-33.69,10.51,52,-49.68,-43.27,-0.77,0.43,0.39,running
45.96,-34.4,10.53,-35.16,41.93,-11.96,-0.24,0.28,0.24,running
46.62,-35.63,7.42,-42.3,-13.43,73.85,2.48,4,0.28,running
39.59,-37.77,3.99,147.89,-33.81,52.86,0.46,-0.05,-0.62,running
28.89,-37.35,0.68,59.51,-14.28,106.69,0.42,-0.79,-0.5,running
24.46,-37.77,-2.22,-2.08,59.94,-87.65,1.23,-0.69,-0.36,running
34.07,-38.09,0.44,-83.07,33.08,-153.93,1.2,2.65,0.45,running
45.45,-34.91,8.9,4.46,50.72,5.68,-1.03,0.32,0.27,running
44.13,-34.85,12.26,-1.89,19.59,-11.41,-0.38,0.26,0.15,running
45.03,-34.68,11.04,-23.74,14.65,45.35,3.01,4,0.14,running
41.05,-36.35,9.72,151.61,4.21,-55.42,0.74,-0.23,-0.38,running
27.82,-37.46,4.54,48.65,-29.66,158.51,0.03,-1.02,-0.38,running
25.57,-38.22,-1.28,-2.75,33.75,-52.06,1.08,-0.93,-0.32,running
31.38,-38.46,0.17,-97.9,-2.2,-123.54,1.77,3.92,0.52,running
45.94,-35.02,7.73,15.08,48.95,-61.34,-0.5,0.67,0.4,running
49.24,-33.45,9.84,-11.17,36.44,-30.33,-0.34,0.58,0.17,running
47.67,-34.51,11.01,0.37,23.32,73.61,1.75,3.46,0.4,running
39.71,-37.02,6.75,40.65,9.52,178.22,0.94,0.58,-0.42,running
28.16,-38.29,1.61,-21.61,5.55,149.17,0.25,-0.73,-0.37,running
25.79,-38.02,-3.58,-5.25,42.91,-56.09,0.93,-0.64,-0.34,running
31.13,-38.78,-4.82,-80.38,19.78,-162.96,3.37,4,0.36,running
44.85,-38.2,12.24,-143.98,9.16,-134.77,-0.24,0.61,0.22,running
51.78,-31.8,7.81,-39.12,-8.73,1.4,-0.6,0.49,0.1,running
50.55,-32.58,9.48,15.63,-17.82,64.15,1.05,2.19,0.3,running
44.48,-36.25,6.63,95.4,-33.63,227.72,1.74,0.53,-0.1,running
30.94,-38.94,-2.21,30.21,-55.3,178.59,0.03,-1.22,-0.55,running
25.18,-37.93,-2.01,75.38,23.44,8.54,0.85,-1.05,-0.4,running
28.96,-38.18,-2.55,-13.06,20.57,-140.2,3.72,4,0.42,running
46.81,-34.69,6.8,-257.63,47.67,-259.95,-0.56,0.39,0.16,running
51.25,-32.1,8.31,30.82,29.66,-29.91,-0.63,0.49,-0.01,running
49.26,-31.97,10.95,29.42,20.26,37.72,0.86,1.34,0.35,running
45.76,-34.79,10.51,16.11,40.22,117.43,2.08,0.82,-0.26,running
39.05,-38.12,0.31,-20.2,-100.83,227.72,0.02,-1.23,-0.51,running
28.63,-37.88,-0.2,65,48.1,-10.56,0.51,-0.96,-0.51,running
32.75,-38.53,-0.81,13.12,49.32,-130.49,4,4,-0.39,running
43.76,-36.51,4.44,-176.57,18.19,-356.32,-0.34,0.68,0.32,running
51.09,-31.09,7.42,-21.06,-23.01,-15.44,-0.74,0.41,0.08,running
52.38,-30.37,8.37,31.25,-21.55,49.44,0.59,1.43,0.23,running
43.3,-36.07,6.2,-5.86,-19.29,216.31,2.3,0.77,-0.06,running
30.46,-36.96,-2.19,-19.35,-71.72,180.91,0.12,-1.1,-0.36,running
24.72,-38.11,-2.16,89.48,42.05,-4.82,0.76,-0.75,-0.36,running
30.13,-37.83,-2.64,-4.21,11.72,-151.67,4,4,0.07,running
48.91,-33.74,7.37,-190.73,-1.22,-321.59,-0.84,0.51,0.41,running
51.1,-31.54,7.46,-35.95,27.28,-6.29,-0.55,0.69,0.2,running
51.88,-31.19,7.69,50.66,-5.98,60.24,1.38,2.36,0.43,running
45.31,-34.77,6.49,34,-6.71,281.43,1.55,0.19,-0.53,running
30.36,-37.38,-1.12,-0.12,-87.89,181.7,0.14,-1.44,-0.59,running
24.56,-37.56,-3.8,-0.67,39.12,-27.28,1.06,-0.66,-0.37,running
32.68,-37.05,-3.08,-51.64,17.94,-173.52,4,4,0,running
49.44,-32.76,5.7,-119.57,8.54,-262.88,-0.47,0.6,0.42,running
50.95,-31.29,10.78,-54.93,36.38,27.95,-0.75,0.66,0.01,running
49.96,-31.15,10.9,25.27,-28.08,43.09,0.96,2.44,0.13,running
44.85,-34.01,10.14,36.74,-81.73,190.92,1.33,0.68,-0.54,running
26.5,-35.78,-0.61,42.42,-88.38,195.86,-0.09,-0.87,-0.75,running
24.67,-37.05,-3.54,97.53,30.64,-41.69,1.09,-0.5,-0.37,running
29.58,-37,-0.39,-54.02,20.45,-190.43,3.99,4,-0.2,running
42.79,-37.33,2.26,-106.2,27.77,-296.2,-0.13,1.08,0.01,running
51.51,-29.99,12.43,-58.11,-11.23,74.34,-0.65,0.64,0.15,running
50.31,-29.98,12.17,9.77,-51.27,69.7,0.94,1.97,0.17,running
44.13,-34.5,9.05,-44.62,-62.07,258.85,1.76,0.54,-0.21,running
31.81,-36.19,0.33,-23.19,-44.8,154.66,0.17,-0.94,-0.36,running
27.42,-37.65,-0.22,90.45,28.56,-0.73,0.9,-0.94,-0.37,running
32.74,-37.17,-0.82,-18.74,64.39,-159.55,3.99,4,0.13,running
49.52,-34.27,5.24,-136.54,35.03,-215.7,-0.15,1.28,0.33,running
53.38,-27.01,12.28,-37.48,19.41,-5.49,-0.64,0.64,0.14,running
52.42,-27.04,13.01,4.94,-15.01,76.72,0.6,1.33,0.17,running
44.06,-34.62,9.92,38.15,-26.18,206.48,2.78,0.83,-0.17,running
30.71,-36.02,1.34,15.81,-94.18,248.84,0.26,-1.2,-0.26,running
26.09,-37.17,-1.84,98.33,54.93,30.64,0.99,-0.82,-0.35,running
29.38,-37.4,-1.72,-38.82,28.75,-134.64,3.78,4,-0.56,running
38.59,-37.35,3.41,-116.52,-25.82,-297.61,-0.38,1.02,0.22,running
50.63,-29.25,12.28,-22.83,26.31,-32.53,-0.54,0.79,0.13,running
51.26,-30.65,10.6,75.93,-18.13,37.6,0.61,1.2,0.34,running
45.56,-34.58,7.6,7.39,-10.07,153.5,2.42,0.89,-0.52,running
38.93,-37.72,-2.92,-52.19,-136.72,195.31,0.02,-1.06,-0.56,running
32.57,-36.27,-2.55,43.58,37.29,-9.16,0.74,-1.03,-0.48,running
38.18,-36.35,-4.06,-83.01,28.02,-124.33,3.5,4,-0.33,running
49.9,-32.06,8.76,-164.67,17.76,-105.16,-0.4,0.85,0.23,running
52.81,-28.71,12.49,-28.87,33.39,-16.85,-0.76,0.41,0.09,running
52.15,-28.67,12.99,22.03,10.68,54.38,0.94,1.47,0.2,running
43.58,-35.68,11.32,5.25,-3.05,207.64,2,0.68,-0.61,running
31.15,-35.79,2.04,-14.1,-65.31,196.35,0.15,-1.12,-0.36,running
29.15,-37.02,1.4,67.81,23.01,-4.09,0.86,-0.76,-0.44,running
34.05,-36.95,1.42,-43.03,52.92,-163.33,4,3.96,-0.99,running
45.41,-36.16,6.43,-223.51,52.92,-307.19,-0.17,0.95,0.46,running
52.03,-26.73,15.75,-36.38,33.26,-10.31,-0.69,0.81,0.1,running
51.01,-27.95,14.53,-3.72,-43.4,75.99,0.96,1.56,0.18,running
46.53,-32.53,12.13,-32.47,-59.57,218.51,1.71,0.12,-0.51,running
36.01,-37.52,1.56,-74.22,-40.95,156.19,0.02,-1.05,-0.3,running
33.24,-37.51,1.21,48.34,24.23,-75.56,0.65,-1.41,-0.47,running
37.1,-37.19,-0.06,-8.3,44.13,-118.9,4,4,-0.88,running
51.54,-31.1,9.13,-171.26,103.76,-331.24,-0.01,0.93,0.44,running
52.56,-26.84,14.29,-21.06,23.38,16.05,-0.49,0.45,0.08,running
50.93,-27.67,15.41,64.64,-64.09,78.31,0.35,0.3,0.14,running
48.6,-32.13,10.07,-60.67,-29.79,168.76,2.67,1.12,-0.2,running
36.58,-36.68,2.28,68.48,-87.83,186.28,0.09,-0.76,-0.39,running
33.63,-36.66,0.93,81.6,31.37,-1.28,0.46,-0.79,-0.6,running
37.76,-36.04,0.54,-28.02,19.1,-98.57,4,1.82,-0.23,running
45.59,-35.5,3.1,-172.18,64.03,-257.14,0.16,0.54,0.41,running
51.17,-29.54,12.52,54.99,-5.19,-16.6,-0.6,0.43,0.39,running
50.01,-29.17,13.09,73.61,-62.44,14.95,0.21,0.92,0.27,running
46.17,-32.76,12.62,-13.49,-13.37,125.55,3.81,2.88,-0.12,running
39.28,-37.99,3.81,269.35,-26.37,153.63,0.06,-0.67,-0.75,running
30.49,-36.46,2.44,121.4,30.27,62.87,0.59,-0.58,-0.45,running
32.37,-36.91,0.79,1.46,44.8,-97.66,2.83,0.1,-0.17,running
36.87,-37,-0.83,-180.54,63.84,-198.97,0.87,1.59,0.52,running
50.28,-30.8,11.47,69.34,4.15,-56.64,-0.5,0.6,0.29,running
50.81,-28.55,13.78,-28.32,-36.01,16.24,-0.31,0.49,0.22,running
49.68,-30.98,12.67,24.6,-23.99,75.13,2.61,3.63,0.02,running
42.82,-35.11,10.44,175.42,45.1,93.02,0.86,0.56,-0.61,running
32.46,-35.97,6.09,73.61,28.87,68.05,0.18,-0.41,-0.51,running
32.98,-37.19,0.57,8.48,11.41,26.98,0.96,-1.32,-0.63,running
32.6,-37.67,-0.31,-56.46,93.93,-187.44,2.66,3.98,0.54,running
47.8,-33.75,8.73,25.94,0.37,-65.98,-0.51,0.6,0.15,running
51,-28.89,12.87,-54.02,27.89,18.07,-0.84,0.32,-0.23,running
49.91,-30.59,11.87,-16.66,0.31,75.32,1.38,2.9,-0.29,running
44.37,-34.24,12.01,-24.17,59.27,130.68,1.22,-0.23,-0.51,running
32.62,-37.6,1.46,-70.13,-50.54,204.41,0.16,-0.86,-0.33,running
28.37,-36.91,1.77,9.34,37.6,-41.2,0.79,-0.77,-0.41,running
32.31,-36.9,1.56,-41.87,2.01,-128.78,3.39,4,-0.03,running
48.54,-31.96,10.94,-89.66,28.14,-76.11,-0.47,0.34,0.38,running
49.18,-31.01,11.98,-61.46,24.54,3.23,-0.52,0.38,0.14,running
49.66,-30.82,13.02,27.89,-29.72,15.2,1.02,1.65,0.18,running
46.28,-33.73,11.17,38.21,-61.4,195.31,1.43,0.16,-0.51,running
36.63,-38.17,1.99,52.43,-72.33,134.34,0.08,-0.84,-0.45,running
31.99,-37.22,1.56,73.49,29.11,-35.22,0.46,-0.7,-0.46,running
38.11,-36.56,-1.34,24.11,35.03,-97.66,4,4,-0.61,running
49.77,-34.22,6.75,-263.79,28.08,-300.17,-0.15,0.4,0.32,running
50.7,-31.08,10.06,-5.68,47.49,10.38,-0.23,0.14,0.52,running
49.35,-30.93,13.84,86.61,-43.03,8.48,0.77,1.06,0.48,running
45.67,-34.18,11.29,-10.01,-44.43,114.62,2.73,1.76,-0.27,running
41.11,-37.52,5.47,88.81,-141.6,130.31,0.2,-0.96,-0.39,running
33.97,-37.77,1.54,78.12,-5.86,-32.47,0.38,-0.45,-0.37,running
38.13,-36.45,2.33,-13.92,-17.7,-94.97,3.43,-0.37,-0.83,running
45.56,-36.1,6.87,-285.03,3.42,-216.92,0.62,0.86,0.66,running
52.31,-28.64,14.17,14.53,-2.01,-44.98,-0.72,0.7,0.4,running
51.04,-25.92,15.59,66.77,-39.06,53.65,0.4,0.87,0.34,running
48.86,-30.73,14.26,-30.09,-13.55,81.18,3.36,2.73,-0.09,running
39.23,-38.21,3.17,243.1,-24.6,131.23,0.12,-0.41,-0.44,running
30.21,-36.85,4.53,94.73,101.07,42.66,0.52,-0.3,-0.52,running
32.81,-37.44,3.85,-23.74,57.98,-104.8,1.98,-0.81,-0.1,running
39.92,-37.43,3.09,-83.86,32.29,-163.33,1.25,1.4,0.54,running
51.59,-29.37,10.89,103.7,62.19,-13.12,-0.56,0.54,0.45,running
51.12,-29.94,13.01,18.62,12.51,12.82,-0.43,0.54,0.11,running
48.33,-32.37,12.76,-41.5,16.72,85.27,3.46,3.86,0.35,running
42.85,-36.3,8.06,137.15,8.36,82.09,0.4,-0.15,-0.5,running
33.36,-37.12,3.04,29.72,17.33,69.09,0.19,-0.68,-0.71,running
34.27,-38.16,0.38,-46.26,27.34,-71.29,1,-0.72,-0.38,running
38.11,-36.79,4.08,-52.25,11.29,-156.86,2.63,4,0.01,running
51.71,-29.22,11.82,71.35,92.9,-35.77,-0.25,0.76,0.47,running
51.88,-26.06,16.49,-21.97,8.67,20.81,-0.68,0.85,0.14,running
51.15,-28.39,13.72,-9.03,-38.33,83.07,1.88,2.99,0.07,running
42.38,-35.3,11.12,-23.99,17.03,295.29,0.91,0.19,-0.77,running
31.76,-37.92,2.33,-177.55,-34.55,139.53,0.11,-1.36,-0.38,running
30.1,-38.88,-1.81,-54.63,49.8,-108.4,0.71,-0.6,-0.27,running
37.94,-38.37,2.89,-2.2,62.32,-146.91,2.48,2.98,0.07,running
49.35,-33.19,9.05,46.75,45.65,-17.76,-0.54,0.16,0.28,running
49.77,-30.83,13.99,-12.45,-1.71,-7.87,-0.41,0.52,0.03,running
50.17,-31.08,11.54,-33.2,-14.28,67.69,0.78,1.47,-0.21,running
45.25,-34.53,11.63,-19.65,32.1,171.2,1.17,0.04,-0.43,running
38.05,-37.55,1.7,-52.73,-50.17,131.53,0.01,-0.67,-0.33,running
36.04,-37.4,1.97,34.91,55.36,-69.64,0.43,-0.84,-0.48,running
39.36,-36.33,2.76,-20.94,3.23,-57.13,3.69,4,-0.73,running
50.65,-29.09,13.24,-138.79,9.28,-160.34,-0.3,0.92,0.31,running
50.32,-29.81,14.32,-81.3,25.57,18.68,-0.27,0.24,0.23,running
48.58,-31.16,13.33,72.2,-31.19,56.15,0.67,1.14,0.12,running
42.29,-34.41,10.77,0.37,-25.63,193.48,2.26,0.94,-0.44,running
36.49,-37.61,0.82,-0.31,-73.3,125.06,0.07,-0.94,-0.29,running
31.46,-36.83,4.46,59.02,49.56,-52.86,0.62,-0.9,-0.25,running
38.6,-37.37,3.41,-16.85,-17.03,-116.7,3.58,4,-0.41,running
51.4,-31.29,8.45,-111.02,20.14,-250.31,-0.05,0.55,0.44,running
50.63,-30.75,11.3,-28.69,19.71,29.66,-0.42,0.26,0.22,running
48.97,-31.36,12.5,18.92,-32.9,66.96,1.07,1.63,0.45,running
44.48,-33.97,12.87,32.71,-79.9,176.15,1.96,1.08,0.04,running
34.01,-37.46,5.21,157.65,-74.34,128.78,0.14,-0.53,-0.34,running
28,-37.57,-1.03,100.95,35.1,-7.75,0.86,-0.88,-0.16,running
32.46,-37.38,1.68,-58.17,77.51,-115.97,4,1.54,-1.02,running
46.56,-35.42,8.09,-214.78,-0.12,-373.96,0.63,1.19,0.44,running
53.47,-23.54,14.32,-53.34,52.37,-39,-0.7,0.84,0.25,running
52.12,-23.22,16.99,56.76,-31.19,44.01,0.75,1.17,0.14,running
49.48,-28.77,14.54,42.48,-109.99,203.67,3.19,1.46,0.28,running
32.32,-38.62,2.34,206.67,-23.93,226.2,0.31,-0.26,-0.18,running
27.62,-36.51,4.81,75.01,78.55,-4.15,0.68,-0.44,-0.25,running
31.4,-37.49,2.91,-45.1,78.8,-166.2,3.01,1.98,-0.01,running
39.12,-37.78,4.04,-139.22,49.93,-205.14,0.87,1.35,0.25,running
48.47,-30.76,12.94,152.71,60,-66.83,-0.43,0.68,0.16,running
48.49,-31.99,12.74,-41.2,21.36,28.87,-0.16,0.56,0.12,running
46.41,-33.26,14.7,-42.91,-29.24,100.65,2.04,2.44,-0.17,running
37.56,-39.17,6.01,167.91,31.8,149.05,0.59,0.06,-0.5,running
29.35,-38.01,-1.42,41.69,42.72,51.21,-0.07,-1.04,-0.65,running
30.11,-38.56,-1.81,-28.38,14.47,-74.46,1.26,-0.38,-0.27,running
37.24,-38.18,1.51,-76.48,-6.84,-163.76,1.67,2.86,0.14,running
50.24,-31.68,10.55,96.92,84.23,-28.87,-0.53,0.64,0.35,running
50.37,-30.6,13.87,-25.09,18.98,16.42,-0.28,0.38,0.38,running
49.29,-31.77,11.27,-18.07,-14.22,77.64,1.94,2.08,0.23,running
42.54,-36.44,8.03,114.14,-42.42,122.99,0.74,0.14,-0.55,running
35.91,-38.17,-0.78,-11.35,-44.37,106.32,0.16,-1.15,-0.52,running
34.83,-37.26,-1.43,-9.16,2.38,16.3,1.32,-0.99,-0.22,running
37.52,-37.82,-0.07,-113.95,44.68,-183.65,2.31,2.77,0.24,running
51.97,-28.25,13.46,-5.68,62.93,0.43,-0.35,0.31,0.36,running
50.39,-28.92,13.95,-8.18,38.94,30.64,-0.48,0.28,0.16,running
49.48,-30.81,13.09,43.88,-20.57,56.21,1.23,1.86,0.17,running
42.61,-35.66,10.73,95.52,-59.88,134.46,1.2,0.36,-0.67,running
37.08,-37.46,1.17,27.22,-52.98,126.59,0.14,-0.98,-0.28,running
33.69,-37.02,1.01,11.6,8.24,13.55,0.92,-1.08,-0.5,running
36.54,-36.71,1.25,-111.27,-6.1,-84.78,2.56,4,-0.58,running
52.23,-29.03,12.71,-128.66,3.05,-210.14,-0.01,0.67,0.25,running
51.97,-27.82,13.57,16.48,39.73,11.47,-0.81,0.51,0.01,running
50.38,-29.68,14.69,34.79,-6.47,60.61,1.02,1.89,0.16,running
45.62,-32.46,12.3,28.69,-33.33,182.13,1.48,0.72,-0.84,running
37.52,-38.09,3.3,9.64,-64.09,170.35,0.27,-0.81,-0.13,running
32.34,-37.52,2.5,1.65,15.87,10.68,1,-0.97,-0.25,running
36.93,-37.29,4.82,-92.35,33.39,-106.08,3.37,4,-0.68,running
52.04,-30.2,10.29,-124.82,-10.74,-252.62,0.06,1.19,0.24,running
52.33,-26.84,15.61,-12.63,52.73,15.87,-0.97,0.44,0.14,running
50.88,-29.83,13.54,27.04,-77.88,37.9,0.8,1.45,0.01,running
47.23,-32.75,13.77,21.67,-105.96,162.11,2.21,0.13,-0.36,running
36.34,-37.37,4.39,42.24,-73.06,245.67,0.42,-0.95,-0.11,running
27.98,-36.54,2.7,79.83,50.78,45.65,0.86,-0.83,-0.34,running
31.58,-37.07,3.33,-35.89,49.93,-135.99,4,2.26,-1.09,running
45.65,-35.27,7.74,-171.87,28.2,-397.64,0.32,1.54,0.13,running
54.49,-24.26,14.25,-38.33,33.63,-78.31,-0.97,1.12,0.37,running
54.83,-22.99,16.04,61.83,-15.81,36.25,0.25,1.43,-0.03,running
52.22,-27.84,13.02,47.67,-48.77,181.7,3.68,1.5,0.29,running
40.26,-36.73,6.58,171.69,-48.65,282.65,0.4,-0.49,-0.42,running
24.29,-37.41,0.77,156.25,62.99,76.66,0.94,-0.7,-0.56,running
27.93,-37.73,-0.34,-33.94,112.85,-149.9,3.76,1.36,-0.54,running
38.4,-38.42,4.41,-126.4,-21.42,-362.55,-0.15,1.51,0.02,running
50.82,-30.57,11.21,-6.35,-32.84,-105.71,-0.74,0.75,0.36,running
52.12,-26.32,15.06,31.62,-22.34,8.36,-0.26,0.77,0.13,running
50.81,-29.24,13.38,8.54,-23.01,73.3,3.07,2.93,0.04,running
38.88,-38.44,5.18,153.44,-15.5,198.43,0.48,0.12,-0.55,running
31.21,-35.82,4.05,66.96,56.82,61.1,0.28,-0.72,-0.58,running
32.5,-38.01,-0.65,-32.29,120.79,-93.57,1.04,-0.9,-0.33,running
36.98,-37.46,0.44,-153.56,24.84,-43.21,3.02,3.26,0.08,running
47.4,-33.69,10.21,-56.34,34.12,-176.15,-0.23,1.19,0.47,running
53.17,-26.51,15.66,-34.48,-24.41,-67.87,-0.81,1.35,0.16,running
54.64,-25.23,14.93,1.1,-17.21,50.48,1.64,1.71,0.34,running
46.06,-34.57,8.81,6.47,-88.87,299.38,1.48,0.61,-0.5,running
31.42,-38.22,3.06,-75.56,-69.89,211.36,0.32,-0.97,-0.34,running
24.73,-37.94,0.65,68.54,13,63.05,0.84,-0.95,-0.47,running
27.88,-38.26,1.7,-32.53,34.3,-123.11,4,3.82,-0.9,running
40.61,-38.12,7.26,-208.19,-97.35,-297.12,0.09,1.6,-0.23,running
52.39,-27.93,13.78,-31.74,46.88,-117.8,-0.66,0.9,0.22,running
52.71,-25.13,16.36,-11.54,18.13,49.62,1.34,1.49,0.76,running
49.68,-31.53,12.29,10.62,7.57,189.58,3.2,1.58,-0.38,running
36.94,-38.48,4.17,1.95,-91.25,257.51,0.01,-0.89,-0.39,running
27.01,-38.07,1.1,73.43,128.78,65.43,0.36,-0.98,-0.62,running
27.83,-39.67,-1.32,-26.61,42.97,-96.25,3.72,0.44,-0.75,running
34.99,-39.11,2.51,-180.6,-55.6,-350.59,0.03,1.64,0.03,running
51.87,-27.65,14,13.49,-85.39,-111.33,-0.7,0.71,0.48,running
52.36,-26.42,14.48,57.56,-18.74,-13.18,-0.03,0.79,0.32,running
50.57,-29.42,13.82,34.48,-50.72,134.34,3.32,3.29,0.39,running
43.2,-35.83,7.74,224.06,-52.86,187.87,0.58,-0.06,-0.22,running
29.37,-38.54,4.03,49.87,53.77,114.99,0.42,-1.2,-0.52,running
